CustomerID,Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class
2589,Basic,Unemployed,0,Single,63,0,2,Offer1,Four-Door Car
2603,Extended,Employed,24164,Divorced,137,0,5,Offer2,Sports Car
2608,Basic,Disabled,19864,Divorced,63,0,1,Offer1,Four-Door Car
2615,Basic,Unemployed,0,Married,73,1,1,Offer2,Two-Door Car
2622,Basic,Employed,38399,Married,106,0,2,Offer2,SUV
2640,Extended,Employed,21024,Single,82,1,9,Offer2,Two-Door Car
2670,Basic,Unemployed,5083.282442,Single,114,0,1,Offer1,SUV
2673,Basic,Employed,72845,Married,108,0,2,Offer1,SUV
2674,Basic,Employed,51622,Divorced,74,0,1,Offer1,Four-Door Car
2676,Basic,Unemployed,0,Divorced,61,0,2,Offer1,Two-Door Car
2688,Extended,Unemployed,0,Single,82,0,8,Offer2,Four-Door Car
2693,Basic,Medical Leave,22699,Married,74,4,2,Offer1,Four-Door Car
2706,Basic,Employed,81713,Divorced,74,0,2,Offer3,Four-Door Car
2711,Extended,Employed,29698,Divorced,83,2,1,Offer3,Four-Door Car
2713,Basic,Employed,56455,Married,73,2,8,Offer1,Four-Door Car
2728,Extended,Employed,94903,Married,94,0,1,Offer2,Two-Door Car
2733,Premium,Employed,77282,Married,102,0,3,Offer1,Four-Door Car
2744,Extended,Employed,36167,Married,76,3,1,Offer4,Two-Door Car
2751,Basic,Employed,34558,Married,113,0,1,Offer1,SUV
2758,Extended,Employed,66726,Married,97,1,7,Offer2,Two-Door Car
2766,Basic,Employed,81082,Married,73,0,4,Offer2,Four-Door Car
2772,Basic,Employed,24409,Married,62,0,1,Offer4,Four-Door Car
2803,Extended,Employed,83488,Married,90,0,3,Offer4,Four-Door Car
2806,Extended,Unemployed,0,Single,92,1,2,Offer1,Two-Door Car
2813,Basic,Employed,97785,Single,73,0,2,Offer1,Two-Door Car
2815,Basic,Unemployed,0,Single,70,5,1,Offer3,Two-Door Car
2819,Basic,Employed,91212,Married,69,0,6,Offer2,Two-Door Car
2824,Premium,Employed,67895,Married,101,4,1,Offer2,Four-Door Car
2825,Extended,Employed,29598,Single,90.78485764,0,2,Offer4,Two-Door Car
2834,Basic,Employed,22907,Married,180,2,1,Offer4,Luxury SUV
2836,Basic,Employed,70174,Married,64,0,7,Offer1,Four-Door Car
2847,Basic,Unemployed,0,Married,69,0,2,Offer1,Four-Door Car
2849,Basic,Employed,48029,Married,61,0,9,Offer3,Four-Door Car
2850,Extended,Unemployed,12946.35951,Married,77,0,2,Offer1,Two-Door Car
2852,Basic,Employed,69231,Married,65,0,9,Offer2,Four-Door Car
2855,Basic,Employed,61064,Married,113,0,1,Offer3,SUV
2856,Basic,Employed,99823,Married,116,0,2,Offer1,SUV
2861,Basic,Employed,34990,Single,65,0,1,Offer2,Four-Door Car
2878,Basic,Employed,37124,Married,72,0,1,Offer2,Two-Door Car
2881,Basic,Unemployed,5212.194931,Married,62,1,2,Offer3,Two-Door Car
2882,Basic,Employed,61347,Married,106,0,2,Offer4,SUV
2891,Basic,Employed,37803,Divorced,74,0,1,Offer1,Four-Door Car
2908,Basic,Employed,91276,Married,105,0,4,Offer1,SUV
2911,Basic,Employed,35754,Married,199,0,3,Offer3,Luxury Car
2916,Basic,Employed,53219,Married,117,0,1,Offer1,SUV
2922,Basic,Employed,59744,Married,115.2133302,0,2,Offer1,SUV
2926,Extended,Unemployed,0,Married,94,2,4,Offer1,Four-Door Car
2937,Extended,Employed,35984,Married,128,3,1,Offer2,SUV
2957,Extended,Unemployed,0,Married,125,4,1,Offer3,SUV
2958,Extended,Employed,60244,Married,83,3,1,Offer3,Four-Door Car
2965,Basic,Unemployed,0,Married,74,0,2,Offer1,Four-Door Car
2970,Basic,Employed,65247,Married,72,0,1,Offer1,Four-Door Car
2972,Extended,Employed,39650,Married,120.0524456,0,6,Offer2,Four-Door Car
2974,Basic,Unemployed,0,Married,101,4,1,Offer1,SUV
2980,Premium,Unemployed,0,Single,111,0,3,Offer2,Two-Door Car
2982,Extended,Medical Leave,21275,Divorced,240,0,2,Offer3,Luxury SUV
2983,Basic,Employed,85522,Married,64,0,3,Offer4,Four-Door Car
3004,Extended,Unemployed,3691.670178,Single,93,0,2,Offer3,Four-Door Car
3008,Basic,Medical Leave,13476,Single,67,2,2,Offer3,Four-Door Car
3026,Basic,Employed,88989,Married,63,1,3,Offer3,Four-Door Car
3028,Premium,Employed,77311,Married,181,0,2,Offer1,SUV
3030,Basic,Employed,50854,Divorced,73,0,2,Offer1,Four-Door Car
3041,Extended,Employed,35158,Married,76,0,2,Offer4,Four-Door Car
3044,Basic,Employed,41154,Married,72,1,8,Offer2,Four-Door Car
3045,Extended,Employed,70277,Married,80,0,1,Offer2,Four-Door Car
3049,Basic,Unemployed,0,Single,66,0,4,Offer1,Four-Door Car
3085,Extended,Employed,37138,Single,85,0,1,Offer1,Two-Door Car
3094,Basic,Employed,39841,Single,72,0,5,Offer1,Two-Door Car
3095,Basic,Employed,51085,Married,62,1,1,Offer3,Two-Door Car
3100,Basic,Employed,37043,Divorced,68,3,1,Offer4,Two-Door Car
3108,Basic,Disabled,24823,Married,69,0,1,Offer1,Four-Door Car
3109,Basic,Employed,88249,Single,108,0,2,Offer1,SUV
3113,Premium,Employed,39770,Married,117,0,3,Offer3,Two-Door Car
3114,Basic,Employed,76448,Married,63,0,3,Offer3,Four-Door Car
3130,Extended,Unemployed,0,Married,91,0,2,Offer3,Four-Door Car
3131,Basic,Unemployed,0,Married,73,0,5,Offer1,Four-Door Car
3136,Basic,Employed,51352,Divorced,66,3,2,Offer1,Four-Door Car
3137,Basic,Unemployed,0,Married,72,2,2,Offer1,Two-Door Car
3145,Premium,Unemployed,0,Married,113,0,2,Offer3,Four-Door Car
3147,Extended,Employed,48999,Married,86,3,2,Offer1,Four-Door Car
3152,Basic,Employed,63755,Married,62,0,2,Offer2,Two-Door Car
3156,Basic,Disabled,10743,Married,70,2,8,Offer3,Two-Door Car
3164,Basic,Unemployed,0,Married,61,0,1,Offer2,Four-Door Car
3172,Basic,Employed,99189,Single,117,0,3,Offer3,SUV
3175,Basic,Employed,58089,Married,118,0,1,Offer1,SUV
3182,Basic,Unemployed,0,Single,63,0,6,Offer1,Four-Door Car
3185,Basic,Employed,81082,Married,73,0,4,Offer2,Four-Door Car
3208,Basic,Employed,40175,Divorced,102,1,1,Offer3,SUV
3213,Basic,Employed,44537,Married,106,0,1,Offer3,Sports Car
3215,Basic,Unemployed,0,Married,74,0,8,Offer1,Four-Door Car
3216,Basic,Employed,69844,Married,68,0,1,Offer2,Four-Door Car
3219,Extended,Unemployed,0,Single,79,0,1,Offer1,Four-Door Car
3221,Premium,Employed,34516,Married,113,3,1,Offer4,Four-Door Car
3224,Premium,Employed,28354,Divorced,118,0,1,Offer2,Two-Door Car
3227,Basic,Unemployed,0,Single,72,0,5,Offer3,Two-Door Car
3230,Extended,Unemployed,0,Single,84,0,4,Offer1,Four-Door Car
3253,Premium,Unemployed,0,Single,113,0,9,Offer1,Four-Door Car
3262,Basic,Employed,75425,Divorced,116,1,2,Offer2,Sports Car
3266,Extended,Employed,37995,Married,139,0,1,Offer1,SUV
3269,Extended,Employed,75425,Married,123,0,6,Offer1,Sports Car
3270,Basic,Unemployed,0,Single,61,3,9,Offer1,Two-Door Car
3276,Basic,Employed,92629,Single,72,3,1,Offer2,Four-Door Car
3286,Basic,Employed,51437,Married,115,0,2,Offer3,SUV
3288,Basic,Unemployed,0,Single,73,0,9,Offer2,Four-Door Car
3291,Basic,Employed,88723,Divorced,74,0,8,Offer1,Two-Door Car
3294,Extended,Employed,60078,Married,127,0,3,Offer3,SUV
3300,Basic,Unemployed,6046.022922,Single,67,0,3,Offer1,Two-Door Car
3305,Extended,Unemployed,0,Divorced,124,0,2,Offer1,SUV
3317,Extended,Employed,48567,Single,130,0,1,Offer2,SUV
3330,Extended,Unemployed,0,Single,76,0,6,Offer3,Two-Door Car
3333,Basic,Unemployed,0,Married,62,1,2,Offer2,Four-Door Car
3337,Extended,Unemployed,0,Married,96,0,1,Offer1,Four-Door Car
3350,Extended,Employed,29504,Single,125,0,9,Offer4,SUV
3381,Basic,Employed,82664,Married,114,3,9,Offer2,SUV
3382,Basic,Employed,50250,Married,117,0,1,Offer3,SUV
3387,Extended,Medical Leave,20978,Married,98,1,1,Offer2,Four-Door Car
3394,Basic,Disabled,23815,Married,73,0,2,Offer2,Four-Door Car
3396,Basic,Employed,88454,Divorced,101,0,1,Offer1,SUV
3411,Basic,Medical Leave,20943,Married,69,0,1,Offer3,Four-Door Car
3415,Extended,Employed,54408,Married,79,0,4,Offer2,Four-Door Car
3417,Basic,Employed,91603,Single,69,2,3,Offer1,Four-Door Car
3418,Basic,Employed,62488,Married,62,2,1,Offer2,Four-Door Car
3421,Premium,Employed,55837,Single,117,0,9,Offer2,Two-Door Car
3422,Basic,Unemployed,0,Single,66,0,1,Offer1,Two-Door Car
3425,Basic,Unemployed,0,Married,74,0,1,Offer1,Four-Door Car
3448,Basic,Medical Leave,23228,Married,64,1,6,Offer1,Four-Door Car
3457,Basic,Employed,46900,Married,68.05722696,0,1,Offer2,Four-Door Car
3461,Extended,Unemployed,0,Single,92,0,6,Offer3,Four-Door Car
3463,Extended,Employed,62815,Married,80,0,1,Offer2,Two-Door Car
3467,Basic,Unemployed,0,Single,67,1,1,Offer4,Four-Door Car
3471,Basic,Employed,40516,Married,70,0,1,Offer2,Two-Door Car
3484,Basic,Employed,86732,Married,91.72073591,0,1,Offer1,Luxury SUV
3491,Extended,Employed,68516,Married,216,0,1,Offer2,Luxury SUV
3493,Extended,Employed,24477,Married,79,0,3,Offer4,Four-Door Car
3494,Basic,Employed,44362,Married,66,0,2,Offer2,Four-Door Car
3497,Premium,Unemployed,0,Single,159,0,2,Offer1,SUV
3501,Extended,Unemployed,0,Single,81,3,3,Offer1,Four-Door Car
3502,Basic,Disabled,17672,Divorced,110,0,1,Offer3,SUV
3509,Basic,Employed,50097,Divorced,71,0,5,Offer3,Four-Door Car
3516,Basic,Unemployed,0,Single,106,0,1,Offer4,SUV
3526,Basic,Employed,34644,Married,66,0,2,Offer4,Four-Door Car
3531,Basic,Unemployed,0,Single,72,1,2,Offer3,Two-Door Car
3534,Extended,Employed,63624,Married,95,0,5,Offer1,Four-Door Car
3543,Extended,Employed,96587,Married,138,0,1,Offer2,SUV
3544,Extended,Unemployed,6008.231765,Single,133,0,2,Offer1,SUV
3547,Basic,Unemployed,0,Married,69,0,2,Offer1,Four-Door Car
3558,Basic,Unemployed,0,Married,67,0,1,Offer2,Four-Door Car
3563,Basic,Employed,99759,Married,65,3,2,Offer2,Two-Door Car
3565,Basic,Employed,25899,Married,63,0,1,Offer3,Four-Door Car
3569,Extended,Employed,41859,Married,76,0,5,Offer1,Two-Door Car
3570,Basic,Employed,25963,Married,66,0,9,Offer2,Four-Door Car
3577,Extended,Unemployed,0,Married,77,0,1,Offer2,Four-Door Car
3583,Basic,Employed,91416,Married,69,0,5,Offer2,Four-Door Car
3584,Basic,Unemployed,0,Single,70,0,2,Offer1,Four-Door Car
3585,Premium,Employed,50117,Single,107,0,4,Offer1,Four-Door Car
3590,Extended,Unemployed,0,Single,96,0,3,Offer1,Four-Door Car
3595,Extended,Unemployed,0,Single,136,0,3,Offer1,SUV
3597,Basic,Employed,20868,Married,112,0,1,Offer2,SUV
3620,Extended,Employed,99654,Married,121,0,3,Offer3,SUV
3628,Extended,Employed,83288,Married,124,0,1,Offer1,SUV
3638,Basic,Employed,58883,Married,62,0,2,Offer2,Two-Door Car
3655,Extended,Employed,39930,Single,86,1,2,Offer1,Four-Door Car
3663,Basic,Employed,43091,Married,69,1,6,Offer1,Four-Door Car
3666,Basic,Unemployed,0,Married,63,0,7,Offer1,Two-Door Car
3673,Basic,Employed,55289,Single,67,0,3,Offer2,Four-Door Car
3676,Extended,Employed,30449,Married,92,0,3,Offer1,Four-Door Car
3690,Basic,Unemployed,0,Divorced,64,1,7,Offer1,Four-Door Car
3693,Extended,Employed,38688,Single,249,0,3,Offer1,Luxury Car
3697,Basic,Employed,28014,Single,104,0,2,Offer4,SUV
3698,Extended,Employed,64825,Married,129,0,4,Offer2,SUV
3703,Basic,Employed,77357,Single,67,0,8,Offer3,Four-Door Car
3708,Basic,Medical Leave,17576,Married,71,0,1,Offer2,Four-Door Car
3709,Basic,Employed,43573,Married,66,0,5,Offer1,Two-Door Car
3718,Basic,Unemployed,0,Single,69,0,2,Offer1,Four-Door Car
3722,Extended,Employed,63651,Single,92,0,3,Offer2,Four-Door Car
3724,Basic,Employed,44788,Married,61,0,2,Offer2,Four-Door Car
3725,Basic,Unemployed,0,Divorced,117,0,2,Offer1,SUV
3727,Basic,Employed,45949,Single,62,0,1,Offer1,Two-Door Car
3741,Basic,Employed,35596,Married,64,0,3,Offer1,Two-Door Car
3743,Basic,Unemployed,0,Single,67,3,2,Offer1,Two-Door Car
3746,Basic,Disabled,21986,Divorced,63,0,1,Offer2,Two-Door Car
3747,Extended,Employed,61894,Divorced,91,0,1,Offer2,Four-Door Car
3749,Basic,Employed,23300,Married,63,1,4,Offer3,Four-Door Car
3751,Extended,Disabled,15999,Married,83,0,2,Offer2,Four-Door Car
3752,Basic,Employed,62375,Married,103,1,3,Offer4,SUV
3753,Basic,Employed,49312,Married,65,1,4,Offer1,Four-Door Car
3764,Basic,Unemployed,0,Married,67,0,1,Offer2,Four-Door Car
3767,Extended,Unemployed,0,Single,80,0,1,Offer3,Two-Door Car
3789,Basic,Employed,44369,Married,68,0,8,Offer4,Four-Door Car
3791,Basic,Unemployed,0,Single,71,0,1,Offer2,Four-Door Car
3794,Basic,Employed,53519,Married,111,0,1,Offer4,SUV
3798,Basic,Unemployed,0,Single,100,0,2,Offer4,SUV
3802,Basic,Employed,74284,Married,74,0,3,Offer3,Four-Door Car
3807,Extended,Employed,56379,Married,125,1,8,Offer1,SUV
3819,Extended,Medical Leave,29723,Married,80,0,2,Offer1,Four-Door Car
3820,Extended,Employed,21841,Married,91,0,7,Offer2,Four-Door Car
3824,Basic,Employed,44305,Married,67,0,9,Offer2,Four-Door Car
3828,Basic,Unemployed,0,Single,68,0,9,Offer1,Four-Door Car
3835,Basic,Unemployed,0,Single,64,0,1,Offer1,Four-Door Car
3838,Premium,Unemployed,0,Married,115,1,1,Offer2,Four-Door Car
3839,Basic,Employed,67588,Divorced,118,0,2,Offer1,Sports Car
3841,Extended,Unemployed,0,Single,121,0,1,Offer1,SUV
3842,Basic,Unemployed,0,Single,67,0,3,Offer1,Four-Door Car
3853,Extended,Employed,75838,Single,90,0,6,Offer2,Two-Door Car
3857,Extended,Disabled,26514,Married,91,0,3,Offer2,Four-Door Car
3858,Basic,Employed,98680,Single,72,2,1,Offer2,Four-Door Car
3860,Basic,Employed,46593,Married,70,0,2,Offer2,Two-Door Car
3866,Basic,Unemployed,0,Single,114,0,4,Offer1,SUV
3873,Basic,Unemployed,0,Single,106,0,7,Offer2,SUV
3894,Basic,Employed,85896,Married,70,0,3,Offer2,Four-Door Car
3895,Extended,Employed,98278,Married,85,0,1,Offer4,Four-Door Car
3900,Basic,Unemployed,0,Married,71,0,1,Offer1,Two-Door Car
3904,Basic,Employed,24123,Married,104,0,1,Offer4,SUV
3905,Basic,Employed,36650,Married,69,1,1,Offer2,Four-Door Car
3909,Extended,Employed,28025,Married,100.6523248,0,2,Offer2,Four-Door Car
3911,Basic,Unemployed,0,Single,70,0,2,Offer2,Four-Door Car
3917,Basic,Employed,42585,Married,69,0,1,Offer1,Two-Door Car
3920,Basic,Unemployed,0,Single,72,2,1,Offer1,Four-Door Car
3934,Basic,Employed,49833,Married,69,0,7,Offer3,Four-Door Car
3935,Basic,Employed,35289,Married,65,0,3,Offer4,Four-Door Car
3938,Basic,Employed,73478,Married,68,0,1,Offer2,Four-Door Car
3939,Basic,Unemployed,0,Married,102,0,1,Offer2,SUV
3942,Basic,Employed,26746,Single,66,0,1,Offer1,Two-Door Car
3945,Extended,Employed,39393,Single,121,0,2,Offer1,SUV
3947,Extended,Unemployed,0,Married,81,0,2,Offer3,Four-Door Car
3961,Basic,Employed,43916,Divorced,68,2,2,Offer2,Four-Door Car
3965,Basic,Medical Leave,19637,Married,67,0,1,Offer1,Four-Door Car
3970,Extended,Employed,39794,Single,133,0,2,Offer1,SUV
3972,Extended,Employed,42433,Married,85,0,5,Offer4,Four-Door Car
3975,Basic,Disabled,22044,Divorced,65,0,2,Offer1,Four-Door Car
3990,Extended,Employed,72919,Married,130,5,1,Offer4,SUV
4014,Extended,Employed,57709,Married,125,0,1,Offer2,SUV
4015,Extended,Employed,40032,Married,99,0,8,Offer2,Four-Door Car
4025,Basic,Unemployed,0,Married,66,1,2,Offer3,Four-Door Car
4038,Extended,Employed,62530,Married,95,0,1,Offer4,Four-Door Car
4044,Basic,Employed,61225,Married,117,0,2,Offer2,SUV
4047,Basic,Employed,95697,Married,61,0,1,Offer2,Two-Door Car
4053,Basic,Unemployed,0,Married,107,0,3,Offer1,SUV
4056,Basic,Employed,43657,Married,66,0,2,Offer1,Two-Door Car
4071,Extended,Employed,31134,Married,96,0,6,Offer3,Four-Door Car
4072,Basic,Employed,64604,Married,67,1,8,Offer1,Four-Door Car
4073,Extended,Employed,20676,Single,79,0,7,Offer3,Four-Door Car
4074,Basic,Employed,32397,Married,190,0,1,Offer1,Luxury SUV
4075,Extended,Unemployed,0,Single,121,2,1,Offer1,SUV
4077,Basic,Unemployed,0,Single,73,0,1,Offer1,Four-Door Car
4083,Basic,Employed,81568,Married,186,0,1,Offer2,Luxury SUV
4086,Extended,Unemployed,0,Married,128,1,1,Offer1,Sports Car
4090,Basic,Employed,44856,Divorced,66,1,2,Offer4,Four-Door Car
4104,Basic,Employed,21766,Married,62,0,3,Offer4,Four-Door Car
4107,Premium,Unemployed,0,Single,117,1,2,Offer1,Two-Door Car
4108,Basic,Employed,22050,Divorced,66,0,1,Offer3,Four-Door Car
4112,Extended,Employed,40097,Single,68.27718165,4,1,Offer1,Two-Door Car
4114,Basic,Employed,88545,Married,68,0,1,Offer3,Four-Door Car
4121,Basic,Employed,52443,Married,73,1,4,Offer2,Four-Door Car
4124,Basic,Unemployed,0,Single,74,0,4,Offer4,Four-Door Car
4126,Basic,Unemployed,0,Divorced,66,0,3,Offer3,Four-Door Car
4131,Basic,Employed,69736,Married,111,0,3,Offer1,SUV
4137,Basic,Employed,40864,Married,109,1,1,Offer1,SUV
4144,Basic,Employed,34236,Married,70,0,8,Offer1,Four-Door Car
4151,Extended,Disabled,17200,Married,83,4,8,Offer1,Four-Door Car
4159,Basic,Employed,52957,Married,112,0,1,Offer1,Sports Car
4165,Basic,Unemployed,0,Married,102,0,2,Offer1,SUV
4169,Basic,Employed,27166,Single,71,0,5,Offer2,Four-Door Car
4178,Basic,Employed,97673,Single,63,0,1,Offer4,Four-Door Car
4198,Basic,Employed,68931,Married,66,0,7,Offer2,Four-Door Car
4202,Basic,Employed,97949,Married,112,3,1,Offer4,SUV
4205,Basic,Unemployed,0,Married,102,0,1,Offer2,SUV
4216,Basic,Employed,51878,Single,66,1,2,Offer2,Four-Door Car
4223,Premium,Employed,24550,Married,111,0,9,Offer2,Four-Door Car
4224,Basic,Employed,63110,Married,69.58978971,0,2,Offer3,Four-Door Car
4264,Basic,Employed,63401,Married,68,0,1,Offer2,Four-Door Car
4273,Basic,Employed,78618,Divorced,66,0,1,Offer1,Two-Door Car
4281,Premium,Employed,54538,Married,142.0651366,0,6,Offer1,Four-Door Car
4312,Extended,Employed,82477,Married,90,0,1,Offer2,Two-Door Car
4313,Basic,Unemployed,0,Single,63,0,8,Offer1,Four-Door Car
4315,Extended,Medical Leave,28519,Married,86,0,2,Offer4,Two-Door Car
4331,Extended,Employed,37384,Married,99,0,1,Offer2,Four-Door Car
4340,Basic,Employed,38870,Divorced,74,0,1,Offer1,Four-Door Car
4344,Basic,Unemployed,0,Single,73,3,5,Offer1,Two-Door Car
4345,Basic,Employed,26378,Married,70,1,2,Offer2,Four-Door Car
4346,Basic,Employed,67798,Divorced,69,0,9,Offer1,Four-Door Car
4351,Basic,Employed,59107,Married,107,0,7,Offer2,SUV
4358,Extended,Employed,36428,Divorced,124,0,1,Offer2,SUV
4369,Extended,Employed,49539,Single,79,0,5,Offer2,Two-Door Car
4376,Basic,Unemployed,0,Single,66,1,1,Offer2,Four-Door Car
4383,Extended,Unemployed,0,Single,91,0,1,Offer1,Two-Door Car
4390,Basic,Employed,22373,Married,112,0,8,Offer1,SUV
4393,Basic,Employed,65099,Married,73,2,1,Offer2,Four-Door Car
4394,Basic,Employed,23401,Single,66,0,3,Offer4,Four-Door Car
4400,Basic,Unemployed,0,Married,63,1,3,Offer4,Four-Door Car
4401,Premium,Employed,38692,Married,102,0,1,Offer1,Four-Door Car
4417,Basic,Unemployed,0,Single,64,0,9,Offer3,Four-Door Car
4422,Extended,Employed,21144,Married,86,0,8,Offer1,Two-Door Car
4431,Premium,Employed,36645,Single,112,0,7,Offer2,Four-Door Car
4439,Basic,Employed,31842,Single,108,0,1,Offer4,SUV
4442,Extended,Unemployed,0,Married,131,0,8,Offer3,Sports Car
4443,Basic,Employed,75909,Married,117,0,3,Offer3,Sports Car
4446,Basic,Employed,99839,Married,66,0,3,Offer3,Four-Door Car
4451,Basic,Employed,24186,Single,64,0,1,Offer2,Four-Door Car
4455,Basic,Employed,46971,Married,69,0,3,Offer1,Four-Door Car
4462,Basic,Employed,26790,Married,71,0,1,Offer2,Two-Door Car
4463,Basic,Employed,97719,Married,67,0,1,Offer3,Four-Door Car
4465,Basic,Employed,49530,Married,63,0,2,Offer2,Four-Door Car
4475,Basic,Employed,79140,Married,74,0,9,Offer1,Four-Door Car
4481,Basic,Employed,23550,Married,67.13905735,0,3,Offer2,Four-Door Car
4495,Extended,Employed,89285,Married,81,0,3,Offer2,Four-Door Car
4503,Basic,Employed,36631,Divorced,62,0,1,Offer1,Four-Door Car
4510,Basic,Employed,85067,Married,65.53627735,0,2,Offer2,Four-Door Car
4515,Basic,Employed,57446,Divorced,64,0,2,Offer1,Four-Door Car
4523,Premium,Employed,96768,Married,111,2,3,Offer2,Four-Door Car
4539,Premium,Unemployed,2440.745489,Single,180,3,2,Offer2,SUV
4548,Basic,Unemployed,0,Single,184,0,9,Offer2,Luxury SUV
4551,Basic,Unemployed,0,Married,66,0,2,Offer2,Four-Door Car
4554,Basic,Employed,99239,Single,74,0,6,Offer4,Four-Door Car
4565,Premium,Employed,50494,Married,114,0,2,Offer2,Two-Door Car
4588,Premium,Employed,86721,Divorced,110,1,3,Offer1,Two-Door Car
4591,Extended,Unemployed,0,Married,238,0,2,Offer3,Luxury SUV
4593,Extended,Employed,48784,Married,96,0,3,Offer1,Four-Door Car
4609,Basic,Disabled,18661,Married,62,0,1,Offer2,Two-Door Car
4631,Premium,Unemployed,0,Single,111,0,3,Offer2,Two-Door Car
4656,Extended,Unemployed,0,Single,126,0,2,Offer1,SUV
4661,Basic,Unemployed,0,Single,114,0,1,Offer1,Sports Car
4677,Basic,Medical Leave,27132,Single,63,1,4,Offer1,Four-Door Car
4679,Basic,Employed,46507,Married,73,4,3,Offer1,Two-Door Car
4681,Extended,Employed,60804,Married,92,0,1,Offer2,Four-Door Car
4684,Extended,Employed,38279,Married,82,0,2,Offer1,Two-Door Car
4686,Basic,Unemployed,0,Married,61,0,7,Offer2,Four-Door Car
4699,Extended,Employed,50886,Single,95,1,9,Offer4,Two-Door Car
4705,Extended,Employed,37233,Divorced,136,0,5,Offer1,SUV
4724,Extended,Disabled,23059,Divorced,126,0,3,Offer3,Sports Car
4725,Basic,Disabled,26057,Divorced,74,0,2,Offer1,Four-Door Car
4732,Extended,Medical Leave,25852,Married,135,1,2,Offer1,Sports Car
4747,Basic,Employed,53304,Married,65,0,1,Offer3,Four-Door Car
4755,Extended,Employed,51593,Married,80,2,2,Offer1,Two-Door Car
4761,Basic,Unemployed,0,Single,190,1,4,Offer1,Luxury Car
4764,Basic,Employed,72897,Married,73,0,2,Offer1,Two-Door Car
4768,Basic,Disabled,23124,Married,112,0,1,Offer3,Sports Car
4774,Basic,Unemployed,0,Single,73,1,3,Offer1,Four-Door Car
4782,Basic,Employed,27880,Married,74,0,5,Offer2,Four-Door Car
4783,Basic,Employed,45963,Married,63,2,2,Offer1,Four-Door Car
4787,Extended,Unemployed,0,Single,77,0,1,Offer2,Four-Door Car
4789,Basic,Disabled,17950,Married,71,2,2,Offer2,Two-Door Car
4792,Extended,Employed,82477,Married,90,0,1,Offer2,Two-Door Car
4793,Basic,Unemployed,0,Married,70,1,1,Offer2,Two-Door Car
4804,Basic,Employed,86812,Married,73,0,3,Offer4,Four-Door Car
4808,Premium,Medical Leave,12195,Divorced,101,0,7,Offer1,Four-Door Car
4809,Basic,Employed,75644,Divorced,65,3,9,Offer2,Two-Door Car
4817,Basic,Employed,63860,Married,62,0,1,Offer2,Four-Door Car
4818,Premium,Employed,51193,Married,104,2,1,Offer1,Two-Door Car
4823,Basic,Employed,64304,Divorced,68,0,2,Offer3,Two-Door Car
4824,Basic,Unemployed,0,Married,72,0,2,Offer4,Four-Door Car
4826,Basic,Employed,58139,Married,65,1,1,Offer4,Four-Door Car
4828,Extended,Employed,69678,Divorced,126,0,1,Offer3,Sports Car
4830,Basic,Employed,22908,Married,68.78529023,0,7,Offer3,Four-Door Car
4849,Premium,Employed,68273,Divorced,146,0,2,Offer2,Sports Car
4866,Basic,Employed,88370,Divorced,74,1,9,Offer1,Four-Door Car
4870,Basic,Medical Leave,12607,Married,110,0,2,Offer1,SUV
4876,Basic,Unemployed,3930.586448,Single,113,0,4,Offer4,SUV
4879,Basic,Unemployed,0,Divorced,103,2,6,Offer1,SUV
4896,Premium,Employed,69921,Divorced,118,2,1,Offer1,Two-Door Car
4902,Extended,Disabled,26864,Divorced,78,0,2,Offer3,Four-Door Car
4907,Basic,Unemployed,0,Single,69,0,4,Offer1,Four-Door Car
4928,Premium,Employed,24285,Divorced,111,0,7,Offer4,Two-Door Car
4930,Basic,Employed,32983,Married,113,0,1,Offer2,SUV
4954,Basic,Employed,55992,Married,67,0,3,Offer1,Four-Door Car
4962,Premium,Employed,74871,Married,178,0,7,Offer1,SUV
4969,Basic,Unemployed,0,Married,64,1,3,Offer2,Four-Door Car
4971,Basic,Unemployed,0,Single,69,1,2,Offer1,Four-Door Car
4992,Extended,Employed,74270,Single,78,0,7,Offer4,Two-Door Car
4998,Basic,Disabled,22886,Divorced,65,0,3,Offer1,Four-Door Car
5001,Extended,Employed,48245,Married,121,3,2,Offer1,SUV
5002,Basic,Unemployed,0,Single,74,0,2,Offer1,Two-Door Car
5004,Basic,Employed,58467,Married,65,0,2,Offer2,Four-Door Car
5008,Basic,Unemployed,0,Divorced,183,2,7,Offer1,Luxury SUV
5017,Basic,Unemployed,0,Married,62,0,3,Offer1,Four-Door Car
5037,Basic,Unemployed,0,Married,69,1,1,Offer4,Four-Door Car
5051,Basic,Disabled,13933,Married,62,0,6,Offer1,Two-Door Car
5053,Basic,Employed,51789,Married,61,0,2,Offer4,Two-Door Car
5058,Basic,Employed,61972,Married,64,2,5,Offer4,Four-Door Car
5062,Extended,Employed,69792,Single,137,0,3,Offer2,SUV
5080,Basic,Employed,73054,Married,106,1,2,Offer1,SUV
5086,Basic,Unemployed,0,Divorced,67,0,7,Offer1,Four-Door Car
5095,Basic,Employed,53602,Married,115,0,2,Offer1,Sports Car
5099,Basic,Employed,23867,Married,65,0,1,Offer3,Four-Door Car
5108,Basic,Unemployed,0,Married,63,0,1,Offer2,Four-Door Car
